"","parameterQuality","parameterTravel","parameterMain","trialN","mouse_5.time","mouse_3.time","mouse_4.time","participant","v1_age","v2_sex","v3_handedness","v4_vision"
"12",1,0,0,0,1.97142791748,NA,NA,1,38,"w","r","0"
"13",1,0,0,0,2.02427911758,NA,NA,1,38,"w","r","0"
"14",1,0,0,0,2.51229906082,NA,NA,1,38,"w","r","0"
"15",1,0,0,0,2.34153985977,NA,NA,1,38,"w","r","0"
"16",1,0,0,0,2.02401518822,NA,NA,1,38,"w","r","0"
"17",1,0,0,0,2.04193496704,NA,NA,1,38,"w","r","0"
"18",1,0,0,0,1.70905184746,NA,NA,1,38,"w","r","0"
"19",1,0,0,0,2.49209809303,NA,NA,1,38,"w","r","0"
"20",1,0,0,0,2.04425907135,NA,NA,1,38,"w","r","0"
"21",1,0,0,0,1.60911798477,NA,NA,1,38,"w","r","0"
"22",1,0,0,0,1.60898900032,NA,NA,1,38,"w","r","0"
"23",1,0,0,0,1.69259786606,NA,NA,1,38,"w","r","0"
"24",1,0,0,0,1.30950498581,NA,NA,1,38,"w","r","0"
"25",1,0,0,0,1.50902795792,NA,NA,1,38,"w","r","0"
"26",1,0,0,0,1.72538113594,NA,NA,1,38,"w","r","0"
"27",1,0,0,0,1.59439706802,NA,NA,1,38,"w","r","0"
"28",1,0,0,0,1.90912222862,NA,NA,1,38,"w","r","0"
"29",1,0,0,0,1.70809292793,NA,NA,1,38,"w","r","0"
"30",1,0,0,0,1.22460484505,NA,NA,1,38,"w","r","0"
"31",1,0,0,0,1.47658896446,NA,NA,1,38,"w","r","0"
"32",1,0,0,0,1.51082110405,NA,NA,1,38,"w","r","0"
"33",1,0,0,0,1.60888004303,NA,NA,1,38,"w","r","0"
"34",1,0,0,0,1.67610621452,NA,NA,1,38,"w","r","0"
"35",1,0,0,0,1.94304418564,NA,NA,1,38,"w","r","0"
"36",1,0,0,0,2.04315185547,NA,NA,1,38,"w","r","0"
"37",1,0,0,0,1.64479422569,NA,NA,1,38,"w","r","0"
"38",1,0,0,0,1.54257893562,NA,NA,1,38,"w","r","0"
"39",1,0,0,0,1.82482790947,NA,NA,1,38,"w","r","0"
"40",1,0,0,0,1.34091997147,NA,NA,1,38,"w","r","0"
"41",1,0,0,0,1.2099339962,NA,NA,1,38,"w","r","0"
"42",1,0,0,0,2.26122117043,NA,NA,1,38,"w","r","0"
"43",1,0,0,0,1.52378296852,NA,NA,1,38,"w","r","0"
"44",1,0,0,0,1.61129403114,NA,NA,1,38,"w","r","0"
"45",1,0,0,0,1.44349789619,NA,NA,1,38,"w","r","0"
"46",1,0,0,0,1.75773787498,NA,NA,1,38,"w","r","0"
"47",1,0,0,0,1.3104698658,NA,NA,1,38,"w","r","0"
"48",1,0,0,0,1.5107729435,NA,NA,1,38,"w","r","0"
"49",1,0,0,0,1.32743501663,NA,NA,1,38,"w","r","0"
"50",1,0,0,0,1.5424079895,NA,NA,1,38,"w","r","0"
"51",1,0,0,0,1.44297480583,NA,NA,1,38,"w","r","0"
"52",1,0,0,0,1.11019587517,NA,NA,1,38,"w","r","0"
"53",1,0,0,0,1.27575492859,NA,NA,1,38,"w","r","0"
"54",1,0,0,0,2.2079949379,NA,NA,1,38,"w","r","0"
"55",1,0,0,0,1.10866904259,NA,NA,1,38,"w","r","0"
"56",1,0,0,0,1.14252710342,NA,NA,1,38,"w","r","0"
"57",1,0,0,0,1.20815610886,NA,NA,1,38,"w","r","0"
"58",1,0,0,0,1.67428016663,NA,NA,1,38,"w","r","0"
"59",1,0,0,0,1.49391388893,NA,NA,1,38,"w","r","0"
"60",1,0,0,0,1.72934985161,NA,NA,1,38,"w","r","0"
"61",1,0,0,0,1.44596910477,NA,NA,1,38,"w","r","0"
"62",1,0,0,0,1.59881997108,NA,NA,1,38,"w","r","0"
"63",1,0,0,0,1.16211009026,NA,NA,1,38,"w","r","0"
"64",1,0,0,0,1.12987399101,NA,NA,1,38,"w","r","0"
"65",1,0,0,0,1.52878499031,NA,NA,1,38,"w","r","0"
"66",1,0,0,0,1.1123790741,NA,NA,1,38,"w","r","0"
"67",1,0,0,0,0.628637075424,NA,NA,1,38,"w","r","0"
"68",1,0,0,0,1.41106104851,NA,NA,1,38,"w","r","0"
"69",1,0,0,0,1.26190805435,NA,NA,1,38,"w","r","0"
"70",1,0,0,0,1.04505991936,NA,NA,1,38,"w","r","0"
"71",1,0,0,0,1.2295820713,NA,NA,1,38,"w","r","0"
"72",1,0,0,0,0.877399206161,NA,NA,1,38,"w","r","0"
"73",1,0,0,0,1.14572310448,NA,NA,1,38,"w","r","0"
"74",1,0,0,0,0.910343170166,NA,NA,1,38,"w","r","0"
"75",1,0,0,0,1.07748889923,NA,NA,1,38,"w","r","0"
"76",1,0,0,0,0.609138011932,NA,NA,1,38,"w","r","0"
"77",1,0,0,0,0.912240982056,NA,NA,1,38,"w","r","0"
"78",1,0,0,0,1.63058805466,NA,NA,1,38,"w","r","0"
"79",1,0,0,0,1.5090470314,NA,NA,1,38,"w","r","0"
"80",1,0,0,0,1.1266579628,NA,NA,1,38,"w","r","0"
"81",1,0,0,0,1.24186587334,NA,NA,1,38,"w","r","0"
"82",1,0,0,0,1.57604598999,NA,NA,1,38,"w","r","0"
"83",1,0,0,0,1.07583022118,NA,NA,1,38,"w","r","0"
"84",1,0,0,0,1.09143805504,NA,NA,1,38,"w","r","0"
"85",1,0,0,0,1.00809597969,NA,NA,1,38,"w","r","0"
"86",1,0,0,0,1.04299807549,NA,NA,1,38,"w","r","0"
"87",1,0,0,0,0.974538803101,NA,NA,1,38,"w","r","0"
"88",1,0,0,0,0.896063089371,NA,NA,1,38,"w","r","0"
"89",1,0,0,0,0.841382026672,NA,NA,1,38,"w","r","0"
"90",1,0,0,0,1.14708399773,NA,NA,1,38,"w","r","0"
"91",1,0,0,0,1.26045298576,NA,NA,1,38,"w","r","0"
"92",1,0,0,0,0.864784955978,NA,NA,1,38,"w","r","0"
"93",1,0,0,0,1.16696500778,NA,NA,1,38,"w","r","0"
"94",1,0,0,0,1.06401896477,NA,NA,1,38,"w","r","0"
"95",1,0,0,0,1.36310791969,NA,NA,1,38,"w","r","0"
"96",1,0,0,0,1.14198303223,NA,NA,1,38,"w","r","0"
"97",1,0,0,0,0.962951898575,NA,NA,1,38,"w","r","0"
"98",1,0,0,0,1.21341705322,NA,NA,1,38,"w","r","0"
"99",1,0,0,0,1.14224815369,NA,NA,1,38,"w","r","0"
"100",1,0,0,0,0.961462974548,NA,NA,1,38,"w","r","0"
"101",1,0,0,0,1.06703591347,NA,NA,1,38,"w","r","0"
"102",1,0,0,0,1.07893109322,NA,NA,1,38,"w","r","0"
"103",1,0,0,0,1.11331987381,NA,NA,1,38,"w","r","0"
"104",1,0,0,0,0.862755060196,NA,NA,1,38,"w","r","0"
"105",1,0,0,0,0.761662960052,NA,NA,1,38,"w","r","0"
"106",1,0,0,0,1.15113997459,NA,NA,1,38,"w","r","0"
"107",1,0,0,0,0.962942123413,NA,NA,1,38,"w","r","0"
"108",1,0,0,0,0.879023790359,NA,NA,1,38,"w","r","0"
"109",1,0,0,0,1.02951407433,NA,NA,1,38,"w","r","0"
"110",1,0,0,0,0.86297917366,NA,NA,1,38,"w","r","0"
"111",1,0,0,0,0.977927923203,NA,NA,1,38,"w","r","0"
"112",1,0,0,0,0.928862094879,NA,NA,1,38,"w","r","0"
"113",1,0,0,0,0.679711103439,NA,NA,1,38,"w","r","0"
"114",1,0,0,0,0.926669120789,NA,NA,1,38,"w","r","0"
"115",1,0,0,0,0.795047044754,NA,NA,1,38,"w","r","0"
"116",1,0,0,0,1.07636594772,NA,NA,1,38,"w","r","0"
"117",1,0,0,0,0.881085157394,NA,NA,1,38,"w","r","0"
"118",1,0,0,0,1.39535593987,NA,NA,1,38,"w","r","0"
"119",1,0,0,0,0.795903921127,NA,NA,1,38,"w","r","0"
"120",1,0,0,0,1.11146092415,NA,NA,1,38,"w","r","0"
"121",1,0,0,0,1.46062397957,NA,NA,1,38,"w","r","0"
"122",1,0,0,0,0.961820840836,NA,NA,1,38,"w","r","0"
"123",1,0,0,0,0.845909833908,NA,NA,1,38,"w","r","0"
"124",1,0,0,0,0.88178896904,NA,NA,1,38,"w","r","0"
"125",1,0,0,0,0.792406797409,NA,NA,1,38,"w","r","0"
"126",1,0,0,0,1.02786397934,NA,NA,1,38,"w","r","0"
"127",1,0,0,0,0.811096906662,NA,NA,1,38,"w","r","0"
"128",1,0,0,0,1.09683799744,NA,NA,1,38,"w","r","0"
"129",1,0,0,0,1.23016786575,NA,NA,1,38,"w","r","0"
"130",1,0,0,0,0.877124786377,NA,NA,1,38,"w","r","0"
"131",1,0,0,0,1.40982317924,NA,NA,1,38,"w","r","0"
"132",1,0,0,0,1.12716794014,NA,NA,1,38,"w","r","0"
"133",1,0,0,0,0.928033828735,NA,NA,1,38,"w","r","0"
"134",1,0,0,0,0.977311134338,NA,NA,1,38,"w","r","0"
"135",1,0,0,0,0.693114995956,NA,NA,1,38,"w","r","0"
"136",1,0,0,0,1.11085104942,NA,NA,1,38,"w","r","0"
"137",1,0,0,0,0.559932947159,NA,NA,1,38,"w","r","0"
"138",1,0,0,0,0.807567119598,NA,NA,1,38,"w","r","0"
"139",1,0,0,0,1.27495384216,NA,NA,1,38,"w","r","0"
"140",1,0,0,0,1.0076110363,NA,NA,1,38,"w","r","0"
"141",1,0,0,0,0.759603977203,NA,NA,1,38,"w","r","0"
"142",1,0,0,0,1.37394714355,NA,NA,1,38,"w","r","0"
"143",0,0,1,0,NA,1.89437317848,NA,1,38,"w","r","0"
"144",0,0,1,0,NA,2.86607503891,NA,1,38,"w","r","0"
"145",0,0,1,0,NA,3.21763014793,NA,1,38,"w","r","0"
"146",0,0,1,0,NA,3.3310739994,NA,1,38,"w","r","0"
"147",0,0,1,0,NA,2.7683968544,NA,1,38,"w","r","0"
"148",0,0,1,0,NA,3.06433796883,NA,1,38,"w","r","0"
"149",0,0,1,0,NA,3.14751815796,NA,1,38,"w","r","0"
"150",0,0,1,0,NA,2.96201610565,NA,1,38,"w","r","0"
"151",0,0,1,0,NA,2.76332402229,NA,1,38,"w","r","0"
"152",0,0,1,0,NA,2.69704604149,NA,1,38,"w","r","0"
"153",0,0,1,0,NA,3.41281199455,NA,1,38,"w","r","0"
"154",0,0,1,0,NA,3.26407313347,NA,1,38,"w","r","0"
"155",0,0,1,0,NA,2.8143029213,NA,1,38,"w","r","0"
"156",0,0,1,0,NA,2.01446890831,NA,1,38,"w","r","0"
"157",0,0,1,0,NA,2.82906389236,NA,1,38,"w","r","0"
"158",0,0,1,0,NA,3.43059802055,NA,1,38,"w","r","0"
"159",0,0,1,0,NA,4.02781486511,NA,1,38,"w","r","0"
"160",0,0,1,0,NA,3.51223492622,NA,1,38,"w","r","0"
"161",0,0,1,0,NA,3.81334495544,NA,1,38,"w","r","0"
"162",0,0,1,0,NA,3.01453900337,NA,1,38,"w","r","0"
"163",0,0,1,0,NA,2.51218104362,NA,1,38,"w","r","0"
"164",0,0,1,0,NA,2.51242399216,NA,1,38,"w","r","0"
"165",0,0,1,0,NA,1.91511797905,NA,1,38,"w","r","0"
"166",0,0,1,0,NA,3.11508893967,NA,1,38,"w","r","0"
"167",0,0,1,0,NA,3.17836904526,NA,1,38,"w","r","0"
"168",0,0,1,0,NA,2.81837391853,NA,1,38,"w","r","0"
"169",0,0,1,0,NA,3.76379108429,NA,1,38,"w","r","0"
"170",0,0,1,0,NA,3.12644410133,NA,1,38,"w","r","0"
"171",0,0,1,0,NA,2.61942911148,NA,1,38,"w","r","0"
"172",0,0,1,0,NA,3.01147198677,NA,1,38,"w","r","0"
"173",0,0,1,0,NA,3.42964410782,NA,1,38,"w","r","0"
"174",0,0,1,0,NA,2.36544489861,NA,1,38,"w","r","0"
"175",0,0,1,0,NA,2.21110892296,NA,1,38,"w","r","0"
"176",0,0,1,0,NA,2.21993684769,NA,1,38,"w","r","0"
"177",0,0,1,0,NA,1.61273002625,NA,1,38,"w","r","0"
"178",0,0,1,0,NA,1.66343903542,NA,1,38,"w","r","0"
"179",0,0,1,0,NA,1.47573184967,NA,1,38,"w","r","0"
"180",0,0,1,0,NA,1.35754203796,NA,1,38,"w","r","0"
"181",0,0,1,0,NA,1.84318399429,NA,1,38,"w","r","0"
"182",0,0,1,0,NA,1.70892190933,NA,1,38,"w","r","0"
"183",0,0,1,0,NA,1.75173902512,NA,1,38,"w","r","0"
"184",0,0,1,0,NA,1.6588280201,NA,1,38,"w","r","0"
"185",0,0,1,0,NA,2.16627383232,NA,1,38,"w","r","0"
"186",0,0,1,0,NA,1.65858578682,NA,1,38,"w","r","0"
"187",0,0,1,0,NA,1.91356086731,NA,1,38,"w","r","0"
"188",0,0,1,0,NA,2.14174103737,NA,1,38,"w","r","0"
"189",0,0,1,0,NA,2.86532187462,NA,1,38,"w","r","0"
"190",0,0,1,0,NA,1.50818896294,NA,1,38,"w","r","0"
"191",0,0,1,0,NA,2.19616484642,NA,1,38,"w","r","0"
"192",0,0,1,0,NA,3.52281999588,NA,1,38,"w","r","0"
"193",0,0,1,0,NA,2.49445605278,NA,1,38,"w","r","0"
"194",0,0,1,0,NA,2.58330392838,NA,1,38,"w","r","0"
"195",0,0,1,0,NA,2.49490404129,NA,1,38,"w","r","0"
"196",0,0,1,0,NA,2.32625389099,NA,1,38,"w","r","0"
"197",0,0,1,0,NA,2.1802880764,NA,1,38,"w","r","0"
"198",0,0,1,0,NA,2.22160601616,NA,1,38,"w","r","0"
"199",0,0,1,0,NA,2.40915513039,NA,1,38,"w","r","0"
"200",0,0,1,0,NA,2.89370894432,NA,1,38,"w","r","0"
"201",0,0,1,0,NA,2.56135392189,NA,1,38,"w","r","0"
"202",0,0,1,0,NA,1.80706501007,NA,1,38,"w","r","0"
"203",0,0,1,0,NA,1.73893404007,NA,1,38,"w","r","0"
"204",0,0,1,0,NA,1.55416607857,NA,1,38,"w","r","0"
"205",0,0,1,0,NA,1.42280006409,NA,1,38,"w","r","0"
"206",0,0,1,0,NA,1.51656103134,NA,1,38,"w","r","0"
"207",0,0,1,0,NA,1.87160515785,NA,1,38,"w","r","0"
"208",0,0,1,0,NA,1.15539097786,NA,1,38,"w","r","0"
"209",0,0,1,0,NA,1.33564996719,NA,1,38,"w","r","0"
"210",0,0,1,0,NA,1.15632104874,NA,1,38,"w","r","0"
"211",0,0,1,0,NA,1.28935790062,NA,1,38,"w","r","0"
"212",0,0,1,0,NA,1.0899720192,NA,1,38,"w","r","0"
"213",0,0,1,0,NA,1.47071695328,NA,1,38,"w","r","0"
"214",0,0,1,0,NA,1.27241683006,NA,1,38,"w","r","0"
"215",0,0,1,0,NA,1.35828399658,NA,1,38,"w","r","0"
"216",0,0,1,0,NA,0.689336061478,NA,1,38,"w","r","0"
"217",0,0,1,0,NA,1.68827295303,NA,1,38,"w","r","0"
"218",0,0,1,0,NA,1.3546640873,NA,1,38,"w","r","0"
"219",0,0,1,0,NA,1.60550713539,NA,1,38,"w","r","0"
"220",0,0,1,0,NA,1.15480399132,NA,1,38,"w","r","0"
"221",0,0,1,0,NA,1.55492901802,NA,1,38,"w","r","0"
"222",0,0,1,0,NA,1.42581105232,NA,1,38,"w","r","0"
"223",0,0,1,0,NA,1.29193902016,NA,1,38,"w","r","0"
"224",0,0,1,0,NA,1.48783516884,NA,1,38,"w","r","0"
"225",0,0,1,0,NA,1.20231080055,NA,1,38,"w","r","0"
"226",0,0,1,0,NA,1.32182002068,NA,1,38,"w","r","0"
"227",0,0,1,0,NA,1.08852791786,NA,1,38,"w","r","0"
"228",0,0,1,0,NA,1.26787996292,NA,1,38,"w","r","0"
"229",0,0,1,0,NA,1.08834910393,NA,1,38,"w","r","0"
"230",0,0,1,0,NA,1.68829083443,NA,1,38,"w","r","0"
"231",0,0,1,0,NA,1.54673695564,NA,1,38,"w","r","0"
"232",0,0,1,0,NA,1.98630809784,NA,1,38,"w","r","0"
"233",0,0,1,0,NA,2.35475301743,NA,1,38,"w","r","0"
"234",0,0,1,0,NA,1.85410118103,NA,1,38,"w","r","0"
"235",0,0,1,0,NA,2.55583000183,NA,1,38,"w","r","0"
"236",0,0,1,0,NA,2.20370697975,NA,1,38,"w","r","0"
"237",0,1,0,0,NA,NA,2.76577687263,1,38,"w","r","0"
"238",0,1,0,0,NA,NA,1.65106201172,1,38,"w","r","0"
"239",0,1,0,0,NA,NA,2.8500931263,1,38,"w","r","0"
"240",0,1,0,0,NA,NA,2.9851641655,1,38,"w","r","0"
"241",0,1,0,0,NA,NA,2.6675131321,1,38,"w","r","0"
"242",0,1,0,0,NA,NA,5.13521313667,1,38,"w","r","0"
"243",0,1,0,0,NA,NA,1.58403587341,1,38,"w","r","0"
"244",0,1,0,0,NA,NA,2.92860794067,1,38,"w","r","0"
"245",0,1,0,0,NA,NA,1.80130314827,1,38,"w","r","0"
"246",0,1,0,0,NA,NA,3.2326900959,1,38,"w","r","0"
"247",0,1,0,0,NA,NA,2.00151586533,1,38,"w","r","0"
"248",0,1,0,0,NA,NA,2.15311694145,1,38,"w","r","0"
"249",0,1,0,0,NA,NA,2.9639980793,1,38,"w","r","0"
"250",0,1,0,0,NA,NA,2.82020401955,1,38,"w","r","0"
"251",0,1,0,0,NA,NA,1.61607503891,1,38,"w","r","0"
"252",0,1,0,0,NA,NA,1.95051217079,1,38,"w","r","0"
"253",0,1,0,0,NA,NA,1.3332028389,1,38,"w","r","0"
"254",0,1,0,0,NA,NA,1.3019990921,1,38,"w","r","0"
"255",0,1,0,0,NA,NA,1.13359808922,1,38,"w","r","0"
"256",0,1,0,0,NA,NA,1.23475790024,1,38,"w","r","0"
"257",0,1,0,0,NA,NA,1.67428398132,1,38,"w","r","0"
"258",0,1,0,0,NA,NA,1.15035510063,1,38,"w","r","0"
"259",0,1,0,0,NA,NA,1.65708804131,1,38,"w","r","0"
"260",0,1,0,0,NA,NA,1.29917693138,1,38,"w","r","0"
"261",0,1,0,0,NA,NA,2.58524608612,1,38,"w","r","0"
"262",0,1,0,0,NA,NA,1.34899616241,1,38,"w","r","0"
"263",0,1,0,0,NA,NA,1.83338713646,1,38,"w","r","0"
"264",0,1,0,0,NA,NA,1.49900889397,1,38,"w","r","0"
"265",0,1,0,0,NA,NA,1.21547889709,1,38,"w","r","0"
"266",0,1,0,0,NA,NA,1.33353686333,1,38,"w","r","0"
"267",0,1,0,0,NA,NA,2.83799505234,1,38,"w","r","0"
"268",0,1,0,0,NA,NA,1.38148117065,1,38,"w","r","0"
"269",0,1,0,0,NA,NA,1.93533992767,1,38,"w","r","0"
"270",0,1,0,0,NA,NA,2.03099703789,1,38,"w","r","0"
"271",0,1,0,0,NA,NA,2.78510212898,1,38,"w","r","0"
"272",0,1,0,0,NA,NA,1.83179712296,1,38,"w","r","0"
"273",0,1,0,0,NA,NA,2.48176908493,1,38,"w","r","0"
"274",0,1,0,0,NA,NA,1.24741005898,1,38,"w","r","0"
"275",0,1,0,0,NA,NA,1.4816570282,1,38,"w","r","0"
"276",0,1,0,0,NA,NA,1.61397385597,1,38,"w","r","0"
"277",0,1,0,0,NA,NA,1.08732891083,1,38,"w","r","0"
"278",0,1,0,0,NA,NA,1.60136198997,1,38,"w","r","0"
"279",0,1,0,0,NA,NA,1.77199697495,1,38,"w","r","0"
"280",0,1,0,0,NA,NA,1.89841198921,1,38,"w","r","0"
"281",0,1,0,0,NA,NA,2.26498103142,1,38,"w","r","0"
"282",0,1,0,0,NA,NA,1.51216697693,1,38,"w","r","0"
"283",0,1,0,0,NA,NA,2.37981009483,1,38,"w","r","0"
"284",0,1,0,0,NA,NA,1.38228011131,1,38,"w","r","0"
"285",0,1,0,0,NA,NA,1.31318306923,1,38,"w","r","0"
"286",0,1,0,0,NA,NA,1.53005981445,1,38,"w","r","0"
"287",0,1,0,0,NA,NA,1.55496001244,1,38,"w","r","0"
"288",0,1,0,0,NA,NA,1.9471180439,1,38,"w","r","0"
"289",0,1,0,0,NA,NA,1.28871393204,1,38,"w","r","0"
"290",0,1,0,0,NA,NA,3.33040904999,1,38,"w","r","0"
"291",0,1,0,0,NA,NA,3.1335580349,1,38,"w","r","0"
"292",0,1,0,0,NA,NA,2.3393509388,1,38,"w","r","0"
"293",0,1,0,0,NA,NA,1.76009011269,1,38,"w","r","0"
"294",0,1,0,0,NA,NA,1.87145805359,1,38,"w","r","0"
"295",0,1,0,0,NA,NA,2.34495902061,1,38,"w","r","0"
"296",0,1,0,0,NA,NA,1.79436802864,1,38,"w","r","0"
"297",0,1,0,0,NA,NA,2.09475207329,1,38,"w","r","0"
"298",0,1,0,0,NA,NA,2.07847309113,1,38,"w","r","0"
"299",0,1,0,0,NA,NA,2.73834109306,1,38,"w","r","0"
"300",0,1,0,0,NA,NA,2.46494817734,1,38,"w","r","0"
"301",0,1,0,0,NA,NA,2.74275183678,1,38,"w","r","0"
"302",0,1,0,0,NA,NA,2.09444785118,1,38,"w","r","0"
"303",0,1,0,0,NA,NA,2.84387493134,1,38,"w","r","0"
"304",0,1,0,0,NA,NA,2.40604090691,1,38,"w","r","0"
"305",0,1,0,0,NA,NA,2.66174221039,1,38,"w","r","0"
"306",0,1,0,0,NA,NA,1.75615906715,1,38,"w","r","0"
"307",0,1,0,0,NA,NA,0.412588119507,1,38,"w","r","0"
"308",0,1,0,0,NA,NA,1.61299991608,1,38,"w","r","0"
"309",0,1,0,0,NA,NA,2.13147807121,1,38,"w","r","0"
"310",0,1,0,0,NA,NA,1.918186903,1,38,"w","r","0"
"311",0,1,0,0,NA,NA,1.87973308563,1,38,"w","r","0"
"312",0,1,0,0,NA,NA,2.08206391335,1,38,"w","r","0"
"313",0,1,0,0,NA,NA,4.27748703957,1,38,"w","r","0"
"325",0,0,1,0,NA,8.1031229496,NA,2,33,"w","r","0"
"326",0,0,1,0,NA,6.17480802536,NA,2,33,"w","r","0"
"327",0,0,1,0,NA,7.5074930191,NA,2,33,"w","r","0"
"328",0,0,1,0,NA,6.45736789703,NA,2,33,"w","r","0"
"329",0,0,1,0,NA,5.1918990612,NA,2,33,"w","r","0"
"330",0,0,1,0,NA,6.94131088257,NA,2,33,"w","r","0"
"331",0,0,1,0,NA,6.09105801582,NA,2,33,"w","r","0"
"332",0,0,1,0,NA,4.85834002495,NA,2,33,"w","r","0"
"333",0,0,1,0,NA,6.54420304298,NA,2,33,"w","r","0"
"334",0,0,1,0,NA,7.41086292267,NA,2,33,"w","r","0"
"335",0,0,1,0,NA,6.0076239109,NA,2,33,"w","r","0"
"336",0,0,1,0,NA,6.97562599182,NA,2,33,"w","r","0"
"337",0,0,1,0,NA,6.80933499336,NA,2,33,"w","r","0"
"338",0,0,1,0,NA,8.09430384636,NA,2,33,"w","r","0"
"339",0,0,1,0,NA,5.29738903046,NA,2,33,"w","r","0"
"340",0,0,1,0,NA,6.37536597252,NA,2,33,"w","r","0"
"341",0,0,1,0,NA,5.39132189751,NA,2,33,"w","r","0"
"342",0,0,1,0,NA,5.02416419983,NA,2,33,"w","r","0"
"343",0,0,1,0,NA,7.20727300644,NA,2,33,"w","r","0"
"344",0,0,1,0,NA,6.21106719971,NA,2,33,"w","r","0"
"345",0,0,1,0,NA,5.25892186165,NA,2,33,"w","r","0"
"346",0,0,1,0,NA,6.02450084686,NA,2,33,"w","r","0"
"347",0,0,1,0,NA,4.34324789047,NA,2,33,"w","r","0"
"348",0,0,1,0,NA,5.16102409363,NA,2,33,"w","r","0"
"349",0,0,1,0,NA,7.05786585808,NA,2,33,"w","r","0"
"350",0,0,1,0,NA,5.52724504471,NA,2,33,"w","r","0"
"351",0,0,1,0,NA,5.65980505943,NA,2,33,"w","r","0"
"352",0,0,1,0,NA,5.70866680145,NA,2,33,"w","r","0"
"353",0,0,1,0,NA,5.65886998177,NA,2,33,"w","r","0"
"354",0,0,1,0,NA,5.82419991493,NA,2,33,"w","r","0"
"355",0,0,1,0,NA,7.16314482689,NA,2,33,"w","r","0"
"356",0,0,1,0,NA,7.01044988632,NA,2,33,"w","r","0"
"357",0,0,1,0,NA,5.94675278664,NA,2,33,"w","r","0"
"358",0,0,1,0,NA,5.75878405571,NA,2,33,"w","r","0"
"359",0,0,1,0,NA,6.84659814835,NA,2,33,"w","r","0"
"360",0,0,1,0,NA,5.15105509758,NA,2,33,"w","r","0"
"361",0,0,1,0,NA,5.12974905968,NA,2,33,"w","r","0"
"362",0,0,1,0,NA,5.8247179985,NA,2,33,"w","r","0"
"363",0,0,1,0,NA,6.68979001045,NA,2,33,"w","r","0"
"364",0,0,1,0,NA,4.8754529953,NA,2,33,"w","r","0"
"365",0,0,1,0,NA,2.90620708466,NA,2,33,"w","r","0"
"366",0,0,1,0,NA,7.2972137928,NA,2,33,"w","r","0"
"367",0,0,1,0,NA,0.0667278766632,NA,2,33,"w","r","0"
"368",0,0,1,0,NA,6.66068005562,NA,2,33,"w","r","0"
"369",0,1,0,0,NA,NA,5.31251811981,2,33,"w","r","0"
"370",0,1,0,0,NA,NA,5.55712604523,2,33,"w","r","0"
"371",0,1,0,0,NA,NA,4.75801205635,2,33,"w","r","0"
"372",0,1,0,0,NA,NA,3.67441296577,2,33,"w","r","0"
"373",0,1,0,0,NA,NA,5.52650713921,2,33,"w","r","0"
"374",0,1,0,0,NA,NA,5.06212902069,2,33,"w","r","0"
"375",0,1,0,0,NA,NA,4.73333716393,2,33,"w","r","0"
"376",0,1,0,0,NA,NA,5.458589077,2,33,"w","r","0"
"377",0,1,0,0,NA,NA,4.99235010147,2,33,"w","r","0"
"378",0,1,0,0,NA,NA,6.661662817,2,33,"w","r","0"
"379",0,1,0,0,NA,NA,6.20766592026,2,33,"w","r","0"
"380",0,1,0,0,NA,NA,5.84340596199,2,33,"w","r","0"
"381",0,1,0,0,NA,NA,5.1407520771,2,33,"w","r","0"
"382",0,1,0,0,NA,NA,4.87682509422,2,33,"w","r","0"
"383",0,1,0,0,NA,NA,5.7937669754,2,33,"w","r","0"
"384",0,1,0,0,NA,NA,5.77723908424,2,33,"w","r","0"
"385",0,1,0,0,NA,NA,4.16373205185,2,33,"w","r","0"
"386",0,1,0,0,NA,NA,4.40863704681,2,33,"w","r","0"
"387",0,1,0,0,NA,NA,5.193338871,2,33,"w","r","0"
"388",0,1,0,0,NA,NA,5.5814678669,2,33,"w","r","0"
"389",0,1,0,0,NA,NA,4.94804096222,2,33,"w","r","0"
"390",0,1,0,0,NA,NA,5.12645578384,2,33,"w","r","0"
"391",0,1,0,0,NA,NA,4.29364013672,2,33,"w","r","0"
"392",0,1,0,0,NA,NA,6.09233403206,2,33,"w","r","0"
"393",0,1,0,0,NA,NA,5.94070696831,2,33,"w","r","0"
"394",0,1,0,0,NA,NA,3.80277395248,2,33,"w","r","0"
"395",0,1,0,0,NA,NA,4.3645298481,2,33,"w","r","0"
"396",0,1,0,0,NA,NA,5.47149276733,2,33,"w","r","0"
"397",0,1,0,0,NA,NA,4.92923998833,2,33,"w","r","0"
"398",0,1,0,0,NA,NA,5.17089009285,2,33,"w","r","0"
"399",0,1,0,0,NA,NA,5.11298704147,2,33,"w","r","0"
"400",0,1,0,0,NA,NA,7.14086294174,2,33,"w","r","0"
"401",0,1,0,0,NA,NA,6.00302219391,2,33,"w","r","0"
"402",0,1,0,0,NA,NA,6.49276304245,2,33,"w","r","0"
"403",0,1,0,0,NA,NA,5.45194196701,2,33,"w","r","0"
"404",0,1,0,0,NA,NA,5.77772378922,2,33,"w","r","0"
"405",0,1,0,0,NA,NA,5.60594892502,2,33,"w","r","0"
"406",0,1,0,0,NA,NA,4.61083698273,2,33,"w","r","0"
"407",0,1,0,0,NA,NA,4.74223899841,2,33,"w","r","0"
"408",0,1,0,0,NA,NA,4.30232095718,2,33,"w","r","0"
